title,genres,year
Aa c'est Paris,Classic,1997
Watch This Sounds,Classic|War,1997
Min Aporis,Jazz|Bass|HeavyMetal,1997
Teeny Weeny String Bikini,Documentary,2004
Sarambeque,Folk|Romance,1997
J'Suis Dans La DAache,Folk,1997
Resurrection,Folk|Classic,2005
Poema,Solo|Romance|HeavyMetal,1997
QuAtate La Ropa,Folk,2009
Mozart In Samba Motion,Art|Hate|Bass,1997
Lock The Door   Get Up Old Woman And Shake Yourself   What Ail's You?    single jig ,Classic,1997
Do You Ever Think Of Me,Classic,1997
Perfect Peace,Folk,2001
Half Ain't Been Told,Folk,1989
Ten Days  Album Version ,Classic,1997
Rang De Basanti,Hate|Folk|Rock|Musical,1997
The Blinding Sun,Folk|Classic,2006
Machuca,Love|Folk,1997
Einmal reich,Love|Jazz|Folk|Base,1997
Love N' Gold,Folk,2004
Where I Stood [Live],Jazz|Hate|Folk|Rock,1997
Simon,Rap-Comb|HeavyMetal,1997
Juke It Down,Love|Base|Classic,1997
Grial II,Jazz|Hate|Rock,2001
Over And Over,Folk,1990
The Question Is  Album Version ,Love|Classic|HeavyMetal|Western,1997
Army Of One,Folk,1997
Todo A PulmA3n,Art|Classic|Rock,1998
Cosmic Forge  LP Version ,Folk|Classic|Rock|Bass|Romance,2006
Get A Hold,Love|HeavyMetal,1996
Bancate Ese Defecto,Documentary,1983
From Ivory Towers Above The Control Grid,Classic,2003
Lullaby For The Summer,Love|Base|HeavyMetal,2010
Disposition  feat  Jest ,Love|Base|Classic|Bass|HeavyMetal,2010
Hood Figga Juke,Classic,1997
Kurrajong,Love|Base|Classic,1997
Hunger Strike,Love|Jazz|Rap-Comb|HeavyMetal,1991
In This Skin,Folk,2003
Best Friend,Folk,1993
M 14,Base|Classic|Solo|Bass,1975
Eric,Love|Folk,1997
Sellotape Flowers,Rock|Rap-Comb,2001
I Am The Walrus,Classic,1970
I Wont Let You Back In,Jazz|Hate|Folk,1997
Mari Mouri  Mary Has Died ,Art|Hate,1997
On The Other Hand  Album Version ,Folk,1986
Pub Pusher,Classic,1998
I'm Walking,Documentary,1997
Trouble,Solo,1997
Desert Caravan,Solo|HeavyMetal,2000
Born Again,Jazz|Folk|Romance,1997
Take The Time,Folk|Romance,1979
Les Forains,Folk,1999
Sunset In Akkarai,Folk,1997
Don't Stop,Folk|Solo|Bass|HeavyMetal,2009
Joaquin Torres Jr ,Folk,1997
Flame On,Art|Hate|Folk|Rock,2001
Alchemy Index Vol 1  Water 1 of 6,Folk|War,1997
C'est Toujours la MAame Histoire,Hate|Folk,2009
Ricerca nell' isola,Classic|War,1997
Let Me Out,Solo|Bass|HeavyMetal,2001
Great Is Thy Faithfulness,Love|Classic|HeavyMetal,1997
Cool People Make Me Tired,Rap-Comb,2005
Velvet,Love|Jazz|Rap-Comb|HeavyMetal,1997
Paragon Rag   LP Version ,Rock|Solo|HeavyMetal,1994
Eagle Eye,Love|Jazz|Rock|Rap-Comb|IMAX,2003
Voucher, no genres listed ,1993
Intro,Love|Jazz|Rock,2008
Chowbay,Love|Jazz|Rap-Comb,1997
Soot and Stars, no genres listed ,2001
Future Now  LP Version ,Love|Jazz|Rap-Comb,1971
Piney Brown  K C  ,Love|Jazz|Rap-Comb,1997
Jah Keep Us There,Love|Jazz|Rock|Rap-Comb,1997
Eimsbush bis 0711,Love|Jazz|Folk|Rap-Comb,2000
Carry The Weight,Love|Jazz|Rap-Comb,1996
Cupareree or Graysinn,Love|Jazz|Rap-Comb,1997
Pretty Please Me,Love|Jazz|Rap-Comb,1997
Try And Stop Me,Love|Jazz|Rap-Comb,1967
Las Muchachas,Love|Rap-Comb|HeavyMetal,1997
Here Without You,Love|Jazz|Rap-Comb,2002
The Beginning of the Partnership,Love|Jazz|Rock|Rap-Comb,1997
Umbrellas Of Cherbourg,Love|Jazz|Rock,1997
This One's For You,Hate|Folk|Romance,1976
Passion,Folk,1997
Dans le calme de la nuit,Love,1997
Tin Pan Alley  aka Roughest Place In Town ,Classic|Romance,2005
Cool Water,Love|Jazz|Classic|Rock,1997
Dig Up,Classic,1997
The Big Stall,Folk,2006
Heaven Can Wait,Jazz|Hate|Folk,2001
Follow The Light  Radio Edit ,Folk|Classic,2009
Dissidents  The Search For Truth Part 1   2009 Digital Remaster ,Jazz|Romance|Rap-Comb,1997
Noises,Art|Documentary,2000
Carta De Amor,Base|Classic|HeavyMetal,1981
Yo Mouth  Skit ,Solo|Rap-Comb|Western,2001
Sweet Suffering Christ,Jazz|Folk|Bass|Romance,1993
When Disaster Strikes  Explicit LP Version ,Classic|Romance,1997
Just Look At the Blessing,Jazz|Hate|Folk|Rock,1997
Apisti,Jazz|Hate|Folk|Rock,1997
You Never Cry Like A Lover  LP Version ,Art|Hate|Folk,1974
Crazy Rhythm,Art,1997
If That's True,Jazz|Hate|Rock,2008
Softly And Tenderly,Love,1997
CB4,Classic|Rap-Comb,2000
Concerto No 3 In D: Allegro,Love|Jazz|Classic|War,1970
Cero Codazos,Art|Hate|Rock|Musical,1997
Rockout_ Whatever You Feel Like,Folk,1997
The Rover  Takao Tajima Remix ,Art|Folk|Rock,1997
Beachport,Jazz|Hate|Folk,1997
Got To Give It Up,Folk|Base|Romance,2007
Winter In Finland,Rap-Comb|HeavyMetal,2006
Azul Contente,Folk,1998
Tras La Reja,Classic|Romance,1997
Work Hard,Classic,1997
Won't Be Long,Classic,2009
So Not Over You  Motivo Pop Lectro Mix ,Folk,2007
Yodelling Mad  2002 Digital Remaster ,Classic|HeavyMetal,1997
Show Me The Way,Jazz|Folk|Classic,1997
Cruz,Classic|Bass|HeavyMetal,2002
Castillos Y SueA+ os,Documentary,2005
Valium,Documentary,1997
Only Lonely,Documentary,1985
Afonsina y el mar,Documentary,1997
Happy Mother's Day,Documentary,2006
Lieder_ Die Uns Ein Leben Lang Begleiten,Classic,1997
Take a Ride,Folk,1997
All The Lessons,Folk|Classic,1997
C'est Toujours Le Matin,Classic,2003
People Never Give Up,Folk,1980
Let Him Fly,Classic|HeavyMetal,1996
Roadhouse Blues  Live In Detroit   LP Version ,Folk|Classic,1997
Going Down,HeavyMetal,1993
The Cat Came Back,Love|Jazz|Rap-Comb|HeavyMetal,1997
Hiroshima,Art|Folk,1997
The Bottom Line,Folk|Western,1991
Outside,Folk,1997
It'll All Come Around  Album Version ,Folk,2007
Marrakech,Folk,2004
The Way,Folk|Romance,1993
She's All I Ever Had,Western,1999
You're A Big Boy Now  Album Version ,Folk,1997
Exception To The Rule,Love|Base|Classic|HeavyMetal,1997
Dj,Classic|Bass|Romance,2010
Sensemilla,Folk,1997
I'm Hot,Love|Solo|Rap-Comb,2001
The Way You Do The Things You Do,Bass|HeavyMetal,1997
Touch My Body,Folk|Classic|Romance,2008
God Rest Ye Merry Gentlemen  World ,Base|Classic|Romance,1997
TA ?ysikasvuinen mies,Western,1997
Me Lo Dijo Adela,Classic,1997
Just As I Am  Arr     Different From Track One ,Folk|Classic|Musical|Romance,1997
The Song from Moulin Rogue Where Is Your Heart,Solo,1997
What To Do,Love|Jazz|Rock,1997
Girl Nation [Live],Folk,1997
But Not For Me,Documentary,1997
You Know It's True,Documentary,1997
All Burned Out,Jazz|Folk|Classic,1989
Edo Pou Ta Leme,Folk,1997
Hey Sexy Lady,Love|Jazz|Hate|Folk|Rap-Comb,2002
RAMUKA,Art|Hate|Folk,1997
Change The Way  Highlands Album Version ,Folk|Rap-Comb,1997
El troyano,Art|Folk|Rap-Comb,1997
HeavyMetal,Folk,2007
The Plot To Bomb The Panhandle  Album Version ,Love|Jazz,1997
Megaton B Boy 2000  LP Version ,Folk,1997
Sent By Angels,Solo|HeavyMetal,1992
Wendy,Folk|Base|Classic|Romance,2002
Fried Neck Bones And Some Home Fries,Love|Rock|Rap-Comb,1997
Crosses of crossed colors 3,Folk|Classic,1997
Eyes Of A Stranger  Album Version ,Folk,1997
Qing Yi Shi,Love,1997
Getto Boys,Classic,2004
Superscout,Folk,2005
Le Fiacre,Love|Art|Rap-Comb,1997
No Volveras A Mi,Love|Base|Classic|HeavyMetal,2007
Black Celebration,Classic|Rock|Solo|Bass|HeavyMetal,1998
Sophie,Classic|Solo,1997
Another Land  World ,Hate|Classic|Rock|Romance,1997
Please Heart_ You're Killing Me,Love|Base|Classic|HeavyMetal,1997
Meeting Daisy,Folk|Classic|Rock,2008
Song Of Australia   Canto 6  2009 Digital Remaster ,Rock|Rap-Comb,1997
Ke T' Oniro Egine Efialtis,Jazz|Hate|Rock,1997
Mr  Goose,Folk|Classic,1997
Would?,Base|Classic|Film|Bass|HeavyMetal,1992
The White's Bedroom   Fire Escape,Love|Rap-Comb|HeavyMetal,2000
The Yellow Rose Of Texas,Folk,1997
The Line,Love|Jazz|Folk|Rap-Comb,2004
Trapdoor,Jazz|Rap-Comb,2005
Plastic People,Classic|Rap-Comb,2010
Revolution,Love|HeavyMetal,2001
So Nice   Original,Love|Base|HeavyMetal,1997
Mientras me quieras,Folk|Solo,2000
Alpha River,Solo|Romance|Rap-Comb,1997
Salamanders In The Sun,Love|Jazz|Rap-Comb,1984
Sister Seagull  Live ,Folk,1991
Act Won  Things Fall Apart ,Classic,1997
Wie ein EisbA ?r sein,Folk|Romance,1997
Goodbye Broadway_ Hello France,Folk|Base,1997
Exit People,Documentary,1997
Down In The Jungle,Art|Hate|Folk,2000
Te Quiero Mamma,Folk|Base,1997
Skymning,Art|Folk,1997
Don't Take Your Love Away From Me  Album Version ,Folk,1996
Love Happens Just Like That  LP Version ,HeavyMetal,1999
Losing True  Album Version ,Love|Base|HeavyMetal,1982
Run,Folk,2001
the tales of King Solitude 1:3,Folk|Rock,1997
Teenage Queen  Album Version ,Jazz|Hate|Folk,2007
The Same Old Innocence,Love|Jazz,2007
S*B*Y,Documentary,1997
It Doesn't Matter Where_ Just Drive,Love|Jazz,2006
The Golden Rocket,Folk,1996
La Sitiera,Classic,1997
Speak Low,Folk,1997
Scelxenak,Folk|Classic,2002
Gross Throw up Burp  Sonnerie_ Ringtone ,Folk,1997
You Don't See Into The Blues Like Me,Love|Jazz|Hate|Bass|Rap-Comb,1997
When A Man's In Love, no genres listed ,1980
Dirty Old Man,Folk|Classic|Solo,1997
Sanity Fades,Love|Folk|Base,1997
Serenata,Documentary|Classic,1997
Master_ Faster_ Sweet Desaster,Classic,1999
My Man's Gone Now,Love|Art|Rap-Comb,1997
Price I Pay,Folk|Romance|HeavyMetal,2003
Silent Night  Featuring Geoffrey Jones_ Terrence  T Bone  Frierson_ Billy Steele ,Classic|Romance,1997
Earth Child  World ,Folk|Base|Classic,1999
Sweet Child O' Mine,Love|Jazz|Classic,1987
Never Again  Album Version ,Folk|Romance,1997
Girls,Folk|Classic,1997
Thanks God I'm A Country Boy,Hate|Folk,1997
Playboy Theme,Love|Base|Classic|Bass|HeavyMetal,1997
Fritzy & Helen Hanft  Album ,Folk|Romance,1997
Around The World,Love|Classic|HeavyMetal,1997
La Saint Jean d'A c tA c ,Folk|Classic,1997
Java Sparrow,Folk,1998
Love Oh Love  Live in Chicago ,Documentary,1997
Four Days Late  Studio Track w o Background Vocals ,Love|Base|HeavyMetal,1997
Pleasure Zone Mix,Folk|Base|Rap-Comb,1997
The World In My Hands  We Are One ,Folk|Classic,1994
MONDAY_ MONDAY,Classic|HeavyMetal,1997
I Just Love Old People  Rocky Mountain Homecoming Version ,Solo|Rap-Comb|HeavyMetal,1997
We're Out Of Gas,Folk,1990
Superstar,Folk|Classic,1995
Blues As Blues Can Get,Classic|Romance,1997
Gyere velem,Folk|Romance,1997
Be Stiff  Live ,Folk|Base,1993
Komm Computer,Folk|Romance|Rap-Comb,1982
Empty Bottles,Folk|Classic,1997
I Wonder Where You Are Tonight,Classic|Solo|HeavyMetal,1997
God Keeps A Candle,Love|Folk,1997
The Gold It's In The      1996 Digital Remaster ,Love|HeavyMetal|Western,1972
Bootleg Rum Dum Blues,Solo|HeavyMetal,1997
Tu Ex Amor,Love|Jazz|Folk,1997
She Spoke 2 Me   Extended Remix LP Version ,Folk,1997
Husbands And Wives,Folk|Romance,1997
Splendido Sundance,Art,1980
Too Tight Blues No  2,Folk|Classic|Romance,1997
Madeleine,Folk|Classic|Romance,1997
You Saved My Life,Art|Classic,1997
Dekh Le,Folk,1997
New Born Soul,Jazz|Classic|Rap-Comb,2005
El Oro De La Gallina De Los Huevos,HeavyMetal,1999
Prends Moi La Main,Love|Folk|Rock|Rap-Comb,2007
If You Leave Me Now,Folk,1997
War?,Classic,1996
So Many Roads,Love|HeavyMetal,2006
Oceans,Documentary,2010
Don't Look Back  Radio Edit ,Folk|Classic|Rock,2005
Am I Losing You,Folk,1997
She's My Woman,Folk,1997
Where Are You,Love|Folk|Base,1997
Con el chacacha del tren  CancAon por Rumba ,Folk|Romance,1997
Maria Betania,Jazz|Base|Classic,1997
Inrtoduction  Hing Hye Srder,Documentary,1997
Master Mantrol  Dub   Instrumental Reggae Music ,Folk|Classic|Romance,1997
Old Woman From Wexford,Love|Jazz|Classic,1997
Love_ Respect & Loyalty  feat  Sophie & Cait La Lee ,Folk,1997
Moonlight Serenade,Documentary,2003
Chi Chi Man,Folk,2001
At the Fountain  Reprise   Brian d'Arcy James & Ensemble ,Folk,1997
Kinky Woman,Art|Hate|Folk,1997
Passion_ Love & Pain  Feat  25 Kids ,Jazz|Hate|Folk|Classic|Rock,1997
In My Arms  Live Auditorio Nacional 08 ,Documentary,1997
Say Something, no genres listed ,1997
N Y  Electric   Hunter Interlude,Classic,2003
Expolodera  som dynamit ,Jazz|Rap-Comb,1999
Sweet To Mama,Love|Folk|Rap-Comb,2005
Common sense,Rock,2005
Perro Faldero,Folk|Classic,1997
Throwdown At The Hoedown  LP Version ,Jazz|Hate|Folk|Rap-Comb,1997
Wisdom,Classic|Bass,1997
I Can't Wait Until Tomorrow  Live ,Art|Folk,1997
Raccolto,Love|Art|Base|Rap-Comb,1997
I Was a Human Bomb for the FBI,Love|Bass|Rap-Comb|HeavyMetal,2006
Im Club,Love|Jazz|Rock,2002
Baiao Malandro,Folk|Rock|Solo,1997
Wild Ride  From the album Steel And Fire ,Love|Base|Rap-Comb,1997
Les Fleurs,Love|Jazz|Rap-Comb,1990
Sea_ Subsurface,Love|Jazz|Rap-Comb,2005
People = Sh*t  live   Album Version ,Hate|Folk,1997
Como Olvidar  Merengue VersiA3n ,Documentary,2006
New Morning  Live ,Love,1993
It's Alright Bruv,Love|Classic,2007
Svedomi,Folk,2006
De Lai Bu Yi,Folk|Rap-Comb,1997
Birak Yakami,Jazz|Hate|Folk,1997
Hasta Los Huesos,Folk|HeavyMetal,2003
Cumberland Gap,Love|HeavyMetal,2005
Mood Indigo,Jazz,1997
Hesitation Blues,Base|Classic,1970
We Are The Reason   Medium key performance track w o background vocals,Love|Jazz|Base,1997
Monday Morning Blues,Love|Art|Base,1967
Class Act,Love|Art,2008
Side By Side,Solo|Rap-Comb,1997
Meteorito,Art|Hate|Folk,1997
The Ballad Of St  Anne's Reel,Art|Hate|Folk,1997
Somebody Stop Me,Art|Hate|Folk,1997
Mother's Luv,Art|Hate|Folk,1997
John the Revelator,Folk,1991
I'll Never Be Able  To Tell It All   High Key Studio Track w o Background Vocals ,Folk,1997
The Kangaroo Theory,Folk,1997
MA c lodie d'Amour,Love|Art|Rap-Comb,1997
More,Folk,1997
Venite Pa' Maracaibo,Folk|Documentary,2000
Bath Of Least Resistance,Art|Hate|Folk,2001
Nocturne For Piano No  8 In D Flat Major_ Op  84 No  8  also in Huit piA ces brA ves_ Op  84 8 ,Folk,1997
Reunited,Folk,1997
I Swear the Visine is for my Allergies,Art|Hate,2008
Shifter,Classic,2002
Monologue With the Sky,Classic,1997
Corre_ Corre  Keep On Running ,Jazz|Folk,1997
After I Made Love To You,Solo|HeavyMetal,2007
It's The Three Of Us Left,Classic,1997
Freed From Desire  Alternate Mix ,Base|Classic,1997
Intro   The Plan Album Version ,Folk|Classic,1997
Love Like This,HeavyMetal,2008
Lion Paw,Love|Jazz|Rap-Comb,2005
Erick Sermon,Love|Folk,1993
Canta Una CanciA3n De Amor,Solo,1984
Half Way Out The Door  Live ,Folk|Romance,1997
Soundtracks and Come Backs  radio mix ,Folk|Classic|Romance,1997
Tell Me,Base|Classic|HeavyMetal,2002
Den S'Adiko,Love|Jazz|Romance|Rap-Comb,1997
Where You From,Love|Jazz|Rock|Rap-Comb,1997
Honey Fingers,Jazz,1992
Gloria,Solo,1997
Love You Again,Classic,1999
Die Zeit,Documentary,1997
Point And Shoot  Demo ,Base|HeavyMetal,2007
The Michael Vick Song,Classic|Rock,2005
Believe  Album Version ,Folk|Classic,1997
Subida y entrada al cante,Jazz|Classic|Rock,1997
Goor,Love|Jazz,1997
Angel [2004],Love|Jazz|Rock,1997
O Come_ O Come Emmanuel,Love|Jazz|Folk,1997
Burn 'Em Down  LP Version ,Base|Classic|Solo,1997
Cuatro Veinte,Folk,1997
Tout bizwen  feat  Milca_ Synn'Tya_ Shaolin ,Jazz|Classic|HeavyMetal,1997
Funny How Time Slips Away,Classic,1997
Music By Numbers  2001 Digital Remaster ,Folk|Classic,1997
Dont Push Me Away,Folk,1997
Run And Tell,Solo|HeavyMetal,1997
Cuttin' the Tree,Love|Base|Classic|Rap-Comb,1999
Klaio Gia Sena  Niagaras ,Art|Hate|Folk|Classic|Romance,1997
Sauer,Folk,1997
L S M ,Jazz|Folk,2005
Cycle Time,Art,2007
Llorando Por Amor,Classic|Bass|HeavyMetal,1997
Heart's Grown Cold  LP Version ,Love|Jazz|Classic|Rock,1997
To Sir With Love,Folk|Solo|HeavyMetal,1994
New Milk Cow Blues,Jazz|Classic,1997
Deep Blue,Base|Classic,2005
Genius Of Love 2002  featuring Tom Tom Club & Biz Markie ,Solo,2001
High On the Mountain,Art,1997
Is It Love,Love|Classic,2001
Falling Apart,Base|Classic|Bass,2009
Signs Can Hear All,Classic|Rock|Solo|HeavyMetal,2006
I Will Turn Your Money Green  Take 1 ,Base|HeavyMetal,1997
Beauty Supply And Demand,Romance,2004
Transmission  Album Version ,Art|Folk|Rock,2003
Superstar  feat  J Noxx ,HeavyMetal,1997
Baila CariA+ o,Love|Art|Rap-Comb|HeavyMetal,1997
Strip The Soul  album version ,Folk|Romance,2002
Sangria  Nomadbrothers Remix feat  Rio ,Folk|Solo,1997
Come Dance With Me,Solo,1994
Te Quiero Mas,Folk,1997
Head Banger,Folk,1992
The Lord's Prayer,Folk|Solo,2009
Raw Power,Classic|Romance,1996
I'm Chillin,Classic,1990
La Blessure,Classic,1997
Alla Mot Alla,Classic|Solo,1997
One Moment With You,Folk,1993
Nuestras Sevillanas 1,Solo,1997
Parabolics Studies 6,Folk|Classic,1997
Feverish,Folk|Romance,1997
COLD MORNING,Jazz|Hate|Rap-Comb,1997
Syrup Sipping  Banner Beat Break ,Art|Folk|Rap-Comb,2008
Party Favours  Dee Dee's Flukey Remix ,Folk|Solo,1997
Keep Walking,Base|Classic|Bass,1997
The Carnival  feat  Japjit Kaur,Folk|Documentary,1997
Is It Wrong,Classic|Romance|War,1997
learn  Album Version ,Love|Folk|Rap-Comb|HeavyMetal,1997
Xenophobic Hate Machine,Classic,2005
Lay All Your Love On Me  LP Version ,Base|HeavyMetal,1997
Ella Speed,Love|Rock|Bass,1997
Chatma,Folk|Classic,2003
The way to Peace,Base|Classic|Bass|HeavyMetal,1997
How It Begins,Solo|Rap-Comb,1997
Chanson D'Amour,Folk|Classic,1997
My Love,Love|Rap-Comb|HeavyMetal,1997
The Cool  Amended Album Version ,Classic|Solo|Rap-Comb,1997
Roses, no genres listed ,1997
Le Droit Des PA res  Live Electrique ,Love,1997
Long Way From Home,Love|Folk|Solo,1990
He Was Here,Classic,1997
Love & Understanding,Folk,1996
Cry Of My Heart,Love|Jazz|Rap-Comb,1997
In Hell  Album Version ,Folk|Classic,2007
Up Jumped The Devil   Live,Classic,1997
We Are The Ones  Lounge Version ,Base|HeavyMetal,2007
We're Not Gonna Bow,Folk|Solo,1997
Mefistofele Spunta    l'aurora pallida   ,Classic,1997
Ralph's Rhapsody,Folk|Solo,1998
Va Por Usted,Folk|Classic,1997
The last havoc,Jazz|Folk,1997
Stand By Me,Folk|Classic|Rock|Romance,1972
Brooklyn On A Saturday Night,Folk,1984
Le Bug  Live 2005 ,Jazz|Folk,1997
El Gato Confite,Folk,1997
Volvere,Jazz|Folk,2000
Lost in Marrakesh with Entropik  Pathaan's Mirage Mix ,Documentary,1997
Estimate, no genres listed ,1997
Suburban Living,Classic|War,1997
Badrock City,Folk|Solo,1986
The Lakes Of Pontchartrain,Hate|Folk,1997
Fly Away  Instrumental ,Folk,1997
Psalm 27,Love|Jazz,2000
Chicago Bound Blues,Base|Solo|HeavyMetal,1991
Herz an herz  Live Version ,Documentary,1997
Papa Legba  2005 Digital Remaster ,Folk|Solo,1986
I Know Where I Am Now,Classic,2004
Liquid Mercury,Solo|HeavyMetal,1988
Falling Stars,Folk|Classic,1997
Waitin' For The Wind,Love|Classic|Rap-Comb,1969
Your Revolution Is A Joke,Folk,2003
Q Loop,Classic|Rap-Comb,1995
Neon Psychedelia,Folk|Solo|Bass,1997
CrossBreed,Jazz|Classic|HeavyMetal,1997
Make It Last, no genres listed ,1997
I'm Blue  LP Version ,HeavyMetal,1997
Origins And Endings,Classic,2008
SincA c ritA c   feat  Ludo ,Love|Jazz|Rap-Comb,1997
Stainless Steel Gamelan,Classic,1997
Baby Mama,Folk,1997
American Girl,Solo,2005
Red Castle,Folk,1997
Liian vA ?hA ?n aikaa,Folk,1997
Private Dancer,Art|Folk,2008
DJs Are The New Rockstars Live Mashup Mix 7,Base,1997
Lappi Pt IV EtiA ?inen,Folk|Classic|Romance,1997
Michael Nobody aka Poetic Death,Art|Rock,2009
Estoy AquA,Bass|Rap-Comb|HeavyMetal,1995
Mirame A La Cara  Version Salsa ,Folk|Classic,1997
Shake That Thang,Love|Jazz|Rock,1997
Free,Classic|Rap-Comb|HeavyMetal,1997
I Want You,Classic|HeavyMetal,1992
Malice,Classic|HeavyMetal,2000
Why Don't You Do Right  Album Version , no genres listed ,1997
It Ain't No Use,Classic|Bass|HeavyMetal,1997
Red Gun,Love|Solo|HeavyMetal,2007
Ride Out Dip,Documentary,2008
Tuck That Sh*t,Folk|Classic,1997
Arco Arena,Folk|Base|Rock,2001
Pictures To Prove It,Folk,1994
Stop The World,Documentary,2004
Baby Please Don't,Folk,1997
Things I Don't Understand,Documentary,2005
Mi Gitana  feat  The Dey ,Folk,1997
Hold On  Album Version ,Folk|Romance,1997
I Can't Rest,Love|Base|Classic,2006
Love Island  LP Version ,Folk|Classic,1997
You Are Everything,Love|Solo|HeavyMetal,1995
Wo Ai Ni_ Zai Jian!,Folk|Base|Classic|Romance|HeavyMetal,2004
A Piece Of My Heart,Jazz|Folk|Solo,1983
Nostalgia for Infinity,Classic|HeavyMetal,1997
Marvel Hill,Folk,1998
Let's Get High  Yves Larock Radio Edit w Rap ,Folk|Solo|Rap-Comb,1997
Raindrops Keep Falling On My Head,Solo|Western,1997
Live Then Lay,Art|Solo|Bass,1997
Got The Blues,Folk|Classic|HeavyMetal,1926
Turn Yourn Radio On,Documentary,1997
Serenata,Classic,1997
Donnez nous des jardins,Hate|Folk|Classic,1975
Love Is What We Make It,Rap-Comb,1999
So Long  Originally Performed by Abba ,Base|Classic,1997
Mr  Crump,Classic,1997
Brown Eyed Girl,Jazz|Hate|Folk,1997
Start Me Up,Love|HeavyMetal,1981
C'est pour vous que je chante,Folk,1997
New Round And Round,Folk|Romance|Western,1997
Lucky Fellow   Original,Base|Bass,1997
Mi Vida Se Pinto De Gris,Folk,1997
Good Morning Captain,Folk|Classic|Romance,2009
Jumke,Love|Jazz,1997
Coffee Blues,Classic,1966
Human Being,Jazz|Folk,1974
No Love To Give  LP Version ,Documentary,1997
Words  Till the mornin' comes Mix,Art|Hate|Folk,1997
Please Love Me,Rock|Bass|HeavyMetal,1956
Reefer Head Woman,Love|Classic|HeavyMetal,1979
Ain't She Sweet,Folk,1964
Bside,Classic|Romance,2009
Twist Y Gritos  Twist & Shout ,Hate|Folk,1988
Immigrant Song  Album Version ,Folk|Romance,1970
The Power Of, no genres listed ,1997
Festival Of Holi,Folk,2007
Having A Little Talk With Jesus,Base|Bass,1997
Kuolema Tekee Taiteilijan,Base|Bass,2004
Tennessee Central Number Nine,Base|Bass,1997
Don't Stop,Base,1997
Soda Pop,Base,1986
It Must Be Everywhere  Complete Version ,Jazz|Classic|Rock|Rap-Comb,1997
Mon Legionnaire,Jazz|Classic,1997
You Were There,Rap-Comb,1997
BOOM!!!,Jazz|Hate|Classic|Rap-Comb,1997
Other Side of You,Jazz|Hate|Classic|Rap-Comb,2004
Kissing Game,Love|Rap-Comb,1997
Un Minuto Contigo  One Moment ,Rap-Comb,1997
A!Hola_ PequeA+ o Ser!,Folk|Classic,1973
Everyday Struggle  Bonus ,Love,1997
Everybody's Someone  Gateway Mix ,Love|Jazz,1997
Man Smart Woman Smarter,Folk|Classic,1997
Gloria  In The Name Of Love Album Version ,Documentary,1997
Two of a Kind,Jazz|Rap-Comb|HeavyMetal,1997
Shen Lai,Folk,1997
The Preacher,Folk|Classic,1997
